answer_id,participant_id,music_id,answer,original_answer,timestamp,favorite,translated_to_english,performer,piece_name,performance_name
175,16,30,strict,strict,2018-03-04 13:48:39,,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
392,46,30,galloping,скачущая,2018-03-25 13:03:04,0.0,galloping,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
396,47,30,"fast, energetic, happy, mechanical, loud, clunky","Fast, energetic, happy, mechanical, loud, clunky",2018-03-26 15:00:18,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
441,49,30,"hard, soulless_like_from_a_machine, unround","hart, seelenlos wie aus einem Automat, unrund",2018-03-29 19:07:52,0.0,"hard, soulless_like_from_a_machine, unround",Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
529,50,30,"riding, droning","riding, droning",2018-04-01 12:11:33,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
554,57,30,"simply_horrible, computer_rendition",Simply horrible. Computer rendition.,2018-04-03 17:21:01,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
576,60,30,"sounds_like_drunk_sight-reading, sloppy, was_this_a_bot?","sounds like drunk sight-reading, sloppy, was this a bot?",2018-04-04 03:07:36,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
647,66,30,"too_discrete, fuzzy, grating","too discrete, fuzzy, grating",2018-04-05 05:51:10,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
682,68,30,"mechanical_midi_performance, not_interesting, nice_attempt_for_rubato_though",mechanical midi performance. Not interesting. Nice attempt for rubato though.,2018-04-05 10:11:39,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
686,71,30,"dominant, lumbering","dominant, lumbering",2018-04-05 10:12:42,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
752,72,30,"artificial, stumbling, computer-generated, terrible","artificial, stumbling, computer-generated, terrible",2018-04-05 13:37:00,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
785,73,30,too_bright,too bright,2018-04-05 15:14:51,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
847,78,30,"clumsy, nice",Clumbsy but nice ,2018-04-08 08:23:57,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
855,78,30,"expressive, moving, precise, effortless",Expressive and moving - precise and effortless ,2018-04-08 12:02:14,1.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
880,81,30,"arrogant, sloppy","arrogant, sloppy",2018-04-09 09:38:33,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
889,84,30,wrong_dynamics,Dinamiche errate,2018-04-10 05:43:34,0.0,Wrong dynamics,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
902,86,30,"stumbling, theatrical","stumbling, theatrical",2018-04-10 11:25:32,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
945,89,30,piercing,piercing,2018-04-13 19:29:06,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
966,96,30,"mechanical, cumbersome","mechanical, cumbersome",2018-04-18 21:08:09,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
970,97,30,hard,Hart ,2018-04-18 21:54:22,0.0,hard,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
991,100,30,"superficial, non-phrased, loud, amateur","Superficial, non-phrased, loud, amateur ",2018-04-19 09:25:11,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1131,117,30,too_dry,too dry,2018-04-22 15:24:02,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1140,119,30,"very_strong_key_attack, sounds_like_an_artificial_recording, because_the_figure_at_the_beginning_of_each_phrase_sounds_very_halting","sehr harter Anschlag, klingt nach künstlicher Aufnahme, da bei der Figur am Anfang jeder Phrase der Rhythmus sehr holprig klingt",2018-04-22 17:41:17,0.0,"very_strong_key_attack, sounds_like_an_artificial_recording, because_the_figure_at_the_beginning_of_each_phrase_sounds_very_halting",Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1198,124,30,artificial,künstlich,2018-04-25 09:59:18,0.0,artificial,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1260,131,30,"plain, basic, torture, unrhythmic, midi","Plain, basic, torture, unyrthmic, MIDI",2018-05-02 22:16:30,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1350,138,30,anharmonic,anharmonic,2018-05-24 15:43:46,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1422,146,30,"fast, staccato, bright","fast, staccato, bright",2018-07-06 14:05:40,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1490,151,30,captivating,captivating,2018-07-18 13:30:40,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1501,152,30,"no_feel, no_dynamic, bad","no feel, no dynamic, bad",2018-07-18 13:33:45,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1505,155,30,"emotionless, hard, uneven, boring, unreal","emotionless, hard, uneven, boring, unreal",2018-08-22 18:12:09,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1584,157,30,what_is_this?,What is this?,2018-08-29 14:47:35,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1599,159,30,hard,hart,2018-09-09 13:43:33,0.0,hard,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1662,161,30,agitated,agitated,2018-10-06 22:56:48,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1863,181,30,monotonous,monotonous,2019-10-14 08:36:11,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
1924,188,30,"plastic, clumsy_sound",plastic & clumsy sound,2020-03-01 14:42:04,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
2026,194,30,"messy, dry, chaotic, aggressive","messy, dry, chaotic, agressive",2020-03-31 17:58:37,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
2086,192,30,"mechanical, erratic, unfocused, poorly_articulated, unnatural, irregular","mechanical, erratic, unfocused, poorly articulated, unnatural and irregular",2020-03-31 19:23:48,0.0,,Rubinstein,schumann_arabeske_excerpt1,30_8_1_1_Schumann_Arabeske_Rubinstein_Cut1_00.00-01.15
80,7,31,modest,modest,2018-02-16 14:02:57,,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
176,16,31,romantic,romantic,2018-03-04 13:48:39,,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
393,46,31,girlish,девичья,2018-03-25 13:03:04,0.0,girlish,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
397,47,31,"beautiful, thoughtful, tender, passionate, moving, slow, joyful, dreamy, hopeful ","Beautiful, thoughtful, tender, passionate, moving, slow, joyful, dreamy, hopeful ",2018-03-26 15:00:18,1.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
530,50,31,sentimental,sentimental,2018-04-01 12:11:33,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
555,57,31,"reads_more_into_it_than_there_is, unnecessary_rubatos_try_to_convey_a_depth_that_is_actually_there_is_this_nice_little_ditty_slash_encore,",Reads more into it as there is. Unnecessary rubatos try to convey a depth that is actually there is this nice little ditty slash encore.,2018-04-03 17:21:01,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
577,60,31,"narrative, prose, charming","narrative, prose, charming",2018-04-04 03:07:36,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
648,66,31,"natural, relaxed","natural, relaxed",2018-04-05 05:51:10,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
683,68,31,"the_lowest_version, too_slow_for_me, well_played, steady_tempo, well_thought_of,","the lowest version, too slow for me. Well played though. Steady tempo, well thought of.",2018-04-05 10:11:39,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
687,71,31,"tentative, accurate","tentative, accurate",2018-04-05 10:12:42,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
753,72,31,"monotonous, slow, ponderous, ","montonous, slow, ponderous, ",2018-04-05 13:37:00,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
786,73,31,simple,simple,2018-04-05 15:14:51,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
848,78,31,"dynamic, emotional, emotionally_expressive",Dynamic and emotional - emotionally expressive ,2018-04-08 08:23:57,1.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
856,78,31,"timid, careful, accurate, light, emotional",Timid yet careful and accurate. Light and emotional ,2018-04-08 12:02:14,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
881,81,31,"tender, thoughtful","tender, thoughtful",2018-04-09 09:38:33,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
890,84,31,wrong_measures,Misure errate,2018-04-10 05:43:34,0.0,Wrong measures,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
903,86,31,"mellow, like_a_school_recital","mellow, like a school recital",2018-04-10 11:25:32,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
946,89,31,gentle,gentle,2018-04-13 19:29:06,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
967,96,31,"unhurried, condescending","unhurried, condescending",2018-04-18 21:08:09,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
971,97,31,beautifully_played,Schön musiziert,2018-04-18 21:54:22,1.0,beautifully_played,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
992,100,31,"too_slow, not_good_phrased","Too slow, not good phrased",2018-04-19 09:25:11,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1132,117,31,best_melody,best Melody,2018-04-22 15:24:02,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1141,119,31,"flexible_shaping_of_time, dynamic_shaping_rather_flat","flexible Zeitgestaltung, dynamische Gestaltung eher flach",2018-04-22 17:41:17,0.0,"flexible_shaping_of_time, dynamic_shaping_rather_flat",Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1199,124,31,"meaningful, mobile","bedeutend, beweglich, ",2018-04-25 09:59:18,0.0,"meaningful, mobile",Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1261,131,31,"really_slow, too_slow, like_lullaby, bit_boring","Really slow, too slow, like lullaby, bit boring",2018-05-02 22:16:30,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1351,138,31,slow,slow,2018-05-24 15:43:46,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1423,146,31,"balanced, graceful ","balanced, graceful, ",2018-07-06 14:05:40,1.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1491,151,31,"calming, soothing","calming, soothing",2018-07-18 13:30:40,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1502,152,31,too_slow,too slow ,2018-07-18 13:33:45,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1506,155,31,"thoughtful, a_little_dreamy, patient, slow, a_little_uninspired_sometimes","thoughtful, a little dreamy, patient, slowly, a little uninspired sometimes",2018-08-22 18:12:09,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1585,157,31,"clumsy, sincere",Clumsy but sincere,2018-08-29 14:47:35,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1600,159,31,slow,langsam,2018-09-09 13:43:33,0.0,slow,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1636,160,31,crystal,crystal,2018-09-17 15:23:29,1.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1663,161,31,straight,straight,2018-10-06 22:56:48,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1864,181,31,wave,wave,2019-10-14 08:36:11,1.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
1925,188,31,"correct, good_dynamics","Correctly,  good dynamics",2020-03-01 14:42:04,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
2027,194,31,slower,slower,2020-03-31 17:58:37,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
2087,192,31,"like_a_memory_from_a_distant_childhood, pensive, optimistic, not_rushed, not_lagging","like a memory from a distant childhood, pensive yet optimistic, unrushed but not lagging",2020-03-31 19:23:48,0.0,,Schiff,schumann_arabeske_excerpt1,31_8_2_1_Schumann_Arabeske_Schiff_Cut1_00.00-00.47
79,7,32,"silky, flowing","silky, flowing",2018-02-16 14:02:57,,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
178,16,32,airy,airily,2018-03-04 13:48:39,,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
394,46,32,playful,игровая,2018-03-25 13:03:04,0.0,playful,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
398,47,32,"tender, soft, fast, pensive, thoughtful, joyful","Tender, soft, fast, pensive, thoughtful, joyful",2018-03-26 15:00:18,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
531,50,32,"dynamic, ","dynamic, ",2018-04-01 12:11:33,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
556,57,32,"nice_flow, good_voice_carving, not_too_romantic,","Nice flow, good voice carving. Not too romantic.",2018-04-03 17:21:01,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
578,60,32,"like_the_wind, flying, flowing, song-like","like the wind, flying, flowing, song-like",2018-04-04 03:07:36,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
649,66,32,"natural, frenetic","natural, frenetic",2018-04-05 05:51:10,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
684,68,32,"a_bit_straightforward_performance, not_bad_though",a bit straightforward performance. Not bad though. All in all my preferred version.,2018-04-05 10:11:39,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
688,71,32,"light, playful","light, playful",2018-04-05 10:12:42,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
754,72,32,"lively, vibrant, targeted, appropriate","lively, vibrant, targeted, appropriate",2018-04-05 13:37:00,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
787,73,32,too_muted,too muted,2018-04-05 15:14:51,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
849,78,32,"perfect_craft, control",Perfect craft and control ,2018-04-08 08:23:57,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
857,78,32,slightly_sloppy,Slightly sloppy ,2018-04-08 12:02:14,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
882,81,32,"rushed, impatient","rushed, impatient",2018-04-09 09:38:33,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
891,84,32,wrong_notes,Note errate,2018-04-10 05:43:34,0.0,Wrong notes,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
904,86,32,"easy, uninspired","easy, uninspired",2018-04-10 11:25:32,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
947,89,32,breathy,breathy,2018-04-13 19:29:06,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
968,96,32,"light, sure","light, sure",2018-04-18 21:08:09,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
972,97,32,"free, weightless","Klingt sehr frei, schwerelos ",2018-04-18 21:54:22,0.0,"free, weightless",Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
993,100,32,"best, not_breathing","From all of them is the best, although it misses the 'atmung'",2018-04-19 09:25:11,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1133,117,32,it_is_flowing_well,it is flowing well,2018-04-22 15:24:02,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1142,119,32,"sounds_similar_to_a_live_recording, similar_to_recording_3_just_not_as_extreme_in_all_aspects","klingt einem Live-Mitschnitt sehr ähnlich, ähnlich Aufnahme 3 nur nicht ganz so extrem in allen Bereichen",2018-04-22 17:41:17,0.0,"sounds_similar_to_a_live_recording, similar_to_recording_3_just_not_as_extreme_in_all_aspects",Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1200,124,32,large-scale_shaping,großflächig gestaltend,2018-04-25 09:59:18,0.0,large-scale_shaping,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1262,131,32,"flowing, tied_together, romantic_style, story-telling","Flowing, tied together, romantic style, story-telling",2018-05-02 22:16:30,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1352,138,32,boring,boring,2018-05-24 15:43:46,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1424,146,32,dynamic,dynamic,2018-07-06 14:05:40,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1492,151,32,"happy, cheerful","happy, cheerful",2018-07-18 13:30:40,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1503,152,32,"good_technique, fast","good technique, fast",2018-07-18 13:33:45,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1507,155,32,"delicate, lively, clear, fast, a_little_urging_sometimes, longer_phrases","delicate but lively, clear, fast and a little urging (stringendo) sometimes, longer phrases",2018-08-22 18:12:09,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1586,157,32,"beautiful_sound, emotionally_detached","Beautiful sound, emotionally detached",2018-08-29 14:47:35,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1601,159,32,playful,verspielt,2018-09-09 13:43:33,1.0,playful,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1637,160,32,tender,tender,2018-09-17 15:23:29,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1664,161,32,dreamy,dreamy,2018-10-06 22:56:48,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1865,181,32,not_impressive,not impressive,2019-10-14 08:36:11,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
1926,188,32,nice,Nice,2020-03-01 14:42:04,1.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
2028,194,32,"dirty, surrounded, trapped","dirty, surrounded, trapped",2020-03-31 17:58:37,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
2088,192,32,"wet, a_bit_rushed, dark, articulated","wet and a bit rushed, dark but articulated",2020-03-31 19:23:48,0.0,,Vorraber,schumann_arabeske_excerpt1,32_8_3_1_Schumann_Arabeske_Vorraber_Cut1_00.00-00.55
81,7,33,"playful, modest",playfully modest,2018-02-16 14:02:57,,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
177,16,33,graceful,graceful,2018-03-04 13:48:39,,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
395,46,33,awkward,нескладная,2018-03-25 13:03:04,0.0,awkward,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
399,47,33,"light, fast, energetic, skippy, soft, loud, passionate, happy","Light, fast, energetic, skippy, soft and loud, passionate, happy",2018-03-26 15:00:18,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
532,50,33,"modest, prosaic","modest, prosaic",2018-04-01 12:11:33,1.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
557,57,33,"text_book_romantic_piano_music,",Text book romantic piano music.,2018-04-03 17:21:01,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
579,60,33,"nervous, overdone, playful","nervous, overdone, playful",2018-04-04 03:07:36,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
650,66,33,"natural, rubato, free","natural, rubato, free",2018-04-05 05:51:10,1.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
685,68,33,"lots_of_rubato, old_recording, not_very_convincing",lots of rubato. Old recording ? All in all not very convincing.,2018-04-05 10:11:39,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
689,71,33,"rushed, playful","rushed, playful",2018-04-05 10:12:42,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
755,72,33,"experienced, lightweight, rushed, indifferent","experienced, lightweight, rushed, indifferent",2018-04-05 13:37:00,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
788,73,33,cutesy,cutesy,2018-04-05 15:14:51,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
850,78,33,"very_nice, expressive",Very nice and expressive ,2018-04-08 08:23:57,0.0,,Horowitz,schumann_arabeske_excerpt1,33_8_4_1_Schumann_Arabeske_Horowitz_Cut1_00.00-00.53
